source,path,status,context,kind,bytes,sha256
cluster23_pilot_trajectories/krt4_pilot_trajectory.png,original_figures/cluster23_pilot_trajectories/krt4_pilot_trajectory.png,EXPLORATORY CLUSTER-23 PILOT,Cluster is not a lineage identity. Mixed blood/non-blood gene trajectories are exploratory and do not validate blood fate.,standalone_figure,269275,bdabae10374f78ee4fbae78ba776f3fb177b8542a9ff3e5b71438f8013639b36
cluster23_pilot_trajectories/krt4_pilot_trajectory.svg,original_figures/cluster23_pilot_trajectories/krt4_pilot_trajectory.svg,EXPLORATORY CLUSTER-23 PILOT,Cluster is not a lineage identity. Mixed blood/non-blood gene trajectories are exploratory and do not validate blood fate.,standalone_figure,85306,e9e46376f7bacb5897bc63757074b097b15161d5826a49eee48730f89038803e
cluster23_pilot_trajectories/krt91_pilot_trajectory.png,original_figures/cluster23_pilot_trajectories/krt91_pilot_trajectory.png,EXPLORATORY CLUSTER-23 PILOT,Cluster is not a lineage identity. Mixed blood/non-blood gene trajectories are exploratory and do not validate blood fate.,standalone_figure,265961,8cc0e8295064d64b91eb457d2f8ee466f4844e80b31351e979a4fa848b3dc362
cluster23_pilot_trajectories/krt91_pilot_trajectory.svg,original_figures/cluster23_pilot_trajectories/krt91_pilot_trajectory.svg,EXPLORATORY CLUSTER-23 PILOT,Cluster is not a lineage identity. Mixed blood/non-blood gene trajectories are exploratory and do not validate blood fate.,standalone_figure,85698,18eb9b85876e06551ecdf3d8eb80ba6f17a3fc02068443af379436233b46c6df
cluster23_pilot_trajectories/lmo2_pilot_trajectory.png,original_figures/cluster23_pilot_trajectories/lmo2_pilot_trajectory.png,EXPLORATORY CLUSTER-23 PILOT,Cluster is not a lineage identity. Mixed blood/non-blood gene trajectories are exploratory and do not validate blood fate.,standalone_figure,233249,ab767ac4d1459cf7ea6b5e4f8645d1cbaf6f4d2eb930a6d059d8a3ee3ab46f25
cluster23_pilot_trajectories/lmo2_pilot_trajectory.svg,original_figures/cluster23_pilot_trajectories/lmo2_pilot_trajectory.svg,EXPLORATORY CLUSTER-23 PILOT,Cluster is not a lineage identity. Mixed blood/non-blood gene trajectories are exploratory and do not validate blood fate.,standalone_figure,88374,b841510ab5a418ed4ae800562ee9496ff2e415ef6fdcd396dd30d32009501fd4
cluster23_pilot_trajectories/mylpfa_pilot_trajectory.png,original_figures/cluster23_pilot_trajectories/mylpfa_pilot_trajectory.png,EXPLORATORY CLUSTER-23 PILOT,Cluster is not a lineage identity. Mixed blood/non-blood gene trajectories are exploratory and do not validate blood fate.,standalone_figure,271514,f7b909dc5ab0dc80ca24b1c79aa41d85245a02abc1bea8cf03b3743ec6ff1cca
cluster23_pilot_trajectories/mylpfa_pilot_trajectory.svg,original_figures/cluster23_pilot_trajectories/mylpfa_pilot_trajectory.svg,EXPLORATORY CLUSTER-23 PILOT,Cluster is not a lineage identity. Mixed blood/non-blood gene trajectories are exploratory and do not validate blood fate.,standalone_figure,92534,dc7f9d3d5efff3f243ae02c0f40963ce6033e6344e58a54eb5433ff3b48ac334
cluster23_pilot_trajectories/mylpfb_pilot_trajectory.png,original_figures/cluster23_pilot_trajectories/mylpfb_pilot_trajectory.png,EXPLORATORY CLUSTER-23 PILOT,Cluster is not a lineage identity. Mixed blood/non-blood gene trajectories are exploratory and do not validate blood fate.,standalone_figure,253747,17267daa70ad31e90399468be18b3c41cd519a25b3d3d11f51de4fe5a7dfe253
cluster23_pilot_trajectories/mylpfb_pilot_trajectory.svg,original_figures/cluster23_pilot_trajectories/mylpfb_pilot_trajectory.svg,EXPLORATORY CLUSTER-23 PILOT,Cluster is not a lineage identity. Mixed blood/non-blood gene trajectories are exploratory and do not validate blood fate.,standalone_figure,87414,03a044f42ae2b45110a5da6d752a41e117691e8c3e2d03a6032c858ec4a509dd
cluster23_pilot_trajectories/pvalb1_pilot_trajectory.png,original_figures/cluster23_pilot_trajectories/pvalb1_pilot_trajectory.png,EXPLORATORY CLUSTER-23 PILOT,Cluster is not a lineage identity. Mixed blood/non-blood gene trajectories are exploratory and do not validate blood fate.,standalone_figure,262212,b039f0172c78ee60f11b4611b7a7a24cbb1d94efd601a729ec68d0445f9bb914
cluster23_pilot_trajectories/pvalb1_pilot_trajectory.svg,original_figures/cluster23_pilot_trajectories/pvalb1_pilot_trajectory.svg,EXPLORATORY CLUSTER-23 PILOT,Cluster is not a lineage identity. Mixed blood/non-blood gene trajectories are exploratory and do not validate blood fate.,standalone_figure,90953,e17abad7c8d680460713bc0d4a9759e8cb8183198bc650b84d0dce9400f89e98
cluster23_pilot_trajectories/pvalb2_pilot_trajectory.png,original_figures/cluster23_pilot_trajectories/pvalb2_pilot_trajectory.png,EXPLORATORY CLUSTER-23 PILOT,Cluster is not a lineage identity. Mixed blood/non-blood gene trajectories are exploratory and do not validate blood fate.,standalone_figure,262205,5466a7674d913f0704516b25ac6d67e8964fa8ed526b8f8b2d6107f479f7012f
cluster23_pilot_trajectories/pvalb2_pilot_trajectory.svg,original_figures/cluster23_pilot_trajectories/pvalb2_pilot_trajectory.svg,EXPLORATORY CLUSTER-23 PILOT,Cluster is not a lineage identity. Mixed blood/non-blood gene trajectories are exploratory and do not validate blood fate.,standalone_figure,89972,cb8363e84a851451c588b7e4f82fe0c67055d76ca99e4e9bd0dfe953baa01875
cluster23_pilot_trajectories/spi1b_pilot_trajectory.png,original_figures/cluster23_pilot_trajectories/spi1b_pilot_trajectory.png,EXPLORATORY CLUSTER-23 PILOT,Cluster is not a lineage identity. Mixed blood/non-blood gene trajectories are exploratory and do not validate blood fate.,standalone_figure,252121,db2858de339d637896c5805f8f19836c553c8c016c64d342d2002b50178470d9
cluster23_pilot_trajectories/spi1b_pilot_trajectory.svg,original_figures/cluster23_pilot_trajectories/spi1b_pilot_trajectory.svg,EXPLORATORY CLUSTER-23 PILOT,Cluster is not a lineage identity. Mixed blood/non-blood gene trajectories are exploratory and do not validate blood fate.,standalone_figure,90225,e3cdae18596a1d37bb32579e0770f5bbc925d13b3a0cae1a86d0a72521764520
cluster23_pilot_trajectories/spi1b_time_expression_manifold.png,original_figures/cluster23_pilot_trajectories/spi1b_time_expression_manifold.png,EXPLORATORY CLUSTER-23 PILOT,Cluster is not a lineage identity. Mixed blood/non-blood gene trajectories are exploratory and do not validate blood fate.,standalone_figure,428880,4b357d14839a3325a69a550aa0fd727f935ad2014086c20d3338f7c14deb3dd2
cluster23_pilot_trajectories/spi1b_time_expression_manifold.svg,original_figures/cluster23_pilot_trajectories/spi1b_time_expression_manifold.svg,EXPLORATORY CLUSTER-23 PILOT,Cluster is not a lineage identity. Mixed blood/non-blood gene trajectories are exploratory and do not validate blood fate.,standalone_figure,321842,f84bb26d20c52529a946ce2f34268350b295a6afa68c56e332fc2e8d863f86de
cluster23_pilot_trajectories/sptb_pilot_trajectory.png,original_figures/cluster23_pilot_trajectories/sptb_pilot_trajectory.png,EXPLORATORY CLUSTER-23 PILOT,Cluster is not a lineage identity. Mixed blood/non-blood gene trajectories are exploratory and do not validate blood fate.,standalone_figure,268022,e323940023e4b0b1239a1da1c9020264b59e2b371b09c461778f4c4acc0d6adb
cluster23_pilot_trajectories/sptb_pilot_trajectory.svg,original_figures/cluster23_pilot_trajectories/sptb_pilot_trajectory.svg,EXPLORATORY CLUSTER-23 PILOT,Cluster is not a lineage identity. Mixed blood/non-blood gene trajectories are exploratory and do not validate blood fate.,standalone_figure,88282,d7cc69b0aff92fcc5b79b6e8119e06926917f715c52626fd4b4eeba13d70a616
cluster23_pilot_trajectories/tal1_pilot_trajectory.png,original_figures/cluster23_pilot_trajectories/tal1_pilot_trajectory.png,EXPLORATORY CLUSTER-23 PILOT,Cluster is not a lineage identity. Mixed blood/non-blood gene trajectories are exploratory and do not validate blood fate.,standalone_figure,237810,8198956d4b7c2f89392f7e8454f97d29279a3a482b3a831febfa6a77744c5ef8
cluster23_pilot_trajectories/tal1_pilot_trajectory.svg,original_figures/cluster23_pilot_trajectories/tal1_pilot_trajectory.svg,EXPLORATORY CLUSTER-23 PILOT,Cluster is not a lineage identity. Mixed blood/non-blood gene trajectories are exploratory and do not validate blood fate.,standalone_figure,85567,19e59b260832fdcefcf867164e5c359ac2cbd0172d9e8a370ce48973454be523
cluster23_pilot_trajectories/tal1_time_expression_manifold.png,original_figures/cluster23_pilot_trajectories/tal1_time_expression_manifold.png,EXPLORATORY CLUSTER-23 PILOT,Cluster is not a lineage identity. Mixed blood/non-blood gene trajectories are exploratory and do not validate blood fate.,standalone_figure,532816,4e1891e5b8c893777a917bfd636a0acba7647f1f53b88d26a5f80b00f75792ab
cluster23_pilot_trajectories/tal1_time_expression_manifold.svg,original_figures/cluster23_pilot_trajectories/tal1_time_expression_manifold.svg,EXPLORATORY CLUSTER-23 PILOT,Cluster is not a lineage identity. Mixed blood/non-blood gene trajectories are exploratory and do not validate blood fate.,standalone_figure,467398,3fe01c0fe915078562f16199793b5c6e49f6813e4ce542b72be7615a5b2ab8bc
cluster23_pilot_trajectories/tnni2a.4_pilot_trajectory.png,original_figures/cluster23_pilot_trajectories/tnni2a.4_pilot_trajectory.png,EXPLORATORY CLUSTER-23 PILOT,Cluster is not a lineage identity. Mixed blood/non-blood gene trajectories are exploratory and do not validate blood fate.,standalone_figure,251046,74aa5a3b26a4c8dbac2595e02fd9d883bf3e2702df0a8361b823307026664146
cluster23_pilot_trajectories/tnni2a.4_pilot_trajectory.svg,original_figures/cluster23_pilot_trajectories/tnni2a.4_pilot_trajectory.svg,EXPLORATORY CLUSTER-23 PILOT,Cluster is not a lineage identity. Mixed blood/non-blood gene trajectories are exploratory and do not validate blood fate.,standalone_figure,87272,96c8aa985ee758709d67538b1b9db1fc34099304ae681b20593af3a18b2bd66a
cluster23_pilot_trajectories/tnnt3b_pilot_trajectory.png,original_figures/cluster23_pilot_trajectories/tnnt3b_pilot_trajectory.png,EXPLORATORY CLUSTER-23 PILOT,Cluster is not a lineage identity. Mixed blood/non-blood gene trajectories are exploratory and do not validate blood fate.,standalone_figure,257051,4a533476bd8e84747282ff262609f1f0300e4fc438d5ffe1af053a0319be8c2d
cluster23_pilot_trajectories/tnnt3b_pilot_trajectory.svg,original_figures/cluster23_pilot_trajectories/tnnt3b_pilot_trajectory.svg,EXPLORATORY CLUSTER-23 PILOT,Cluster is not a lineage identity. Mixed blood/non-blood gene trajectories are exploratory and do not validate blood fate.,standalone_figure,90140,22bd668ef91b9004959f123c8e9347b4a73dd54117f1f84d8c469bb8a203b3c2
figs_graphvelo/fig1_gv_stream.png,original_figures/figs_graphvelo/fig1_gv_stream.png,EXPLORATORY WHOLE-ATLAS GRAPHVELO,Whole-atlas velocity visualizations; not independent validation of the final blood cohort.,standalone_figure,455162,742619d56c8e54ed6765b302c9d0df9ce8b5b039867d16018a7a2d12b2d4e4d7
figs_graphvelo/fig2_ddhodge_potential.png,original_figures/figs_graphvelo/fig2_ddhodge_potential.png,EXPLORATORY WHOLE-ATLAS GRAPHVELO,Whole-atlas velocity visualizations; not independent validation of the final blood cohort.,standalone_figure,374753,f519f485c5670871a5a6651e0bd90b5ed49f0299ce0ae172217a73bdad2bdf7c
figs_graphvelo/fig3_boxplot.png,original_figures/figs_graphvelo/fig3_boxplot.png,EXPLORATORY WHOLE-ATLAS GRAPHVELO,Whole-atlas velocity visualizations; not independent validation of the final blood cohort.,standalone_figure,63818,5b1f4391d42633409e7830b9c75aac2bec30f088a62df3cdb9d66f018e85e1a7
figs_graphvelo/fig4_hpf_umap.png,original_figures/figs_graphvelo/fig4_hpf_umap.png,EXPLORATORY WHOLE-ATLAS GRAPHVELO,Whole-atlas velocity visualizations; not independent validation of the final blood cohort.,standalone_figure,475180,1a242f9e200d2def425656a40c3f1ebac011d2852d8882424ba6a37b705b2ea2
figs_graphvelo/fig5_per_cluster_rho.png,original_figures/figs_graphvelo/fig5_per_cluster_rho.png,EXPLORATORY WHOLE-ATLAS GRAPHVELO,Whole-atlas velocity visualizations; not independent validation of the final blood cohort.,standalone_figure,48513,ccdb95e78ebe6b6f197377aa5b809a5fbbc91e943cc3a76fdd155d5a006e82d7
